ProbeTemp,Time
109.37,0
110.35,1
113.28,2
114.26,3
112.3,4
113.28,5
113.28,6
113.28,7
113.28,8
115.23,9
113.28,10
113.28,11
114.26,12
113.28,13
115.23,14
115.23,15
115.23,16
115.23,17
113.28,18
114.26,19
115.23,20
116.21,21
113.28,22
115.23,23
113.28,24
114.26,25
114.26,26
116.21,27
114.26,28
113.28,29
115.23,30
113.28,31
114.26,32
114.26,33
114.26,34
113.28,35
114.26,36
114.26,37
114.26,38
113.28,39
114.26,40
113.28,41
113.28,42
113.28,43
114.26,44
114.26,45
114.26,46
114.26,47
114.26,48
114.26,49
115.23,50
114.26,51
114.26,52
114.26,53
114.26,54
115.23,55
114.26,56
114.26,57
115.23,58
114.26,59
114.26,60
115.23,61
115.23,62
115.23,63
115.23,64
115.23,65
116.21,66
115.23,67
115.23,68
116.21,69
115.23,70
115.23,71
114.26,72
114.26,73
115.23,74
115.23,75
115.23,76
116.21,77
115.23,78
115.23,79
114.26,80
116.21,81
116.21,82
116.21,83
116.21,84
114.26,85
115.23,86
115.23,87
115.23,88
115.23,89
115.23,90
116.21,91
115.23,92
116.21,93
115.23,94
115.23,95
115.23,96
116.21,97
116.21,98
116.21,99
116.21,100
116.21,101
116.21,102
116.21,103
116.21,104
116.21,105
116.21,106
116.21,107
115.23,108
116.21,109
116.21,110
116.21,111
116.21,112
116.21,113
116.21,114
116.21,115
116.21,116
116.21,117
116.21,118
116.21,119
117.19,120
116.21,121
116.21,122
116.21,123
116.21,124
117.19,125
117.19,126
117.19,127
117.19,128
117.19,129
116.21,130
117.19,131
117.19,132
116.21,133
117.19,134
117.19,135
117.19,136
117.19,137
117.19,138
116.21,139
117.19,140
117.19,141
117.19,142
117.19,143
117.19,144
117.19,145
117.19,146
117.19,147
117.19,148
117.19,149
117.19,150
117.19,151
118.16,152
118.16,153
117.19,154
117.19,155
117.19,156
117.19,157
117.19,158
117.19,159
118.16,160
118.16,161
118.16,162
118.16,163
118.16,164
118.16,165
119.14,166
118.16,167
118.16,168
118.16,169
119.14,170
118.16,171
117.19,172
118.16,173
118.16,174
118.16,175
118.16,176
117.19,177
118.16,178
118.16,179
118.16,180
118.16,181
118.16,182
118.16,183
119.14,184
117.19,185
118.16,186
119.14,187
119.14,188
118.16,189
119.14,190
118.16,191
118.16,192
118.16,193
119.14,194
119.14,195
118.16,196
119.14,197
119.14,198
119.14,199
119.14,200
119.14,201
119.14,202
119.14,203
119.14,204
118.16,205
119.14,206
119.14,207
118.16,208
119.14,209
119.14,210
119.14,211
119.14,212
119.14,213
119.14,214
